shift_id,work_center,shift_code,shift_start_ts,shift_end_ts,wo_no,units_started,units_completed,downtime_min,operator_badge
2026-04-03-A,WC-03,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100001,63,63,11,OP-1021
2026-04-03-A,WC-04,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100010,56,54,25,OP-1035
2026-04-03-A,WC-05,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100010,59,60,38,OP-1004
2026-04-03-A,WC-06,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100010,49,50,44,OP-1014
2026-04-03-A,WC-07,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100019,55,52,21,OP-1023
2026-04-03-A,WC-08,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100019,62,60,14,OP-1025
2026-04-03-A,WC-09,A,2026-04-03 06:00:00,2026-04-03 14:00:00,100019,52,51,0,OP-1033
2026-04-03-B,WC-01,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100001,65,65,2,OP-1028
2026-04-03-B,WC-02,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100001,86,84,6,OP-1035
2026-04-03-B,WC-03,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100001,52,53,30,OP-1026
2026-04-03-B,WC-04,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100010,57,56,27,OP-1032
2026-04-03-B,WC-05,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100010,76,75,8,OP-1023
2026-04-03-B,WC-06,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100010,56,53,20,OP-1006
2026-04-03-B,WC-07,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100019,56,56,27,OP-1014
2026-04-03-B,WC-08,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100019,79,77,10,OP-1030
2026-04-03-B,WC-09,B,2026-04-03 14:00:00,2026-04-03 22:00:00,100019,47,47,26,OP-1008
2026-04-03-C,WC-01,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100001,65,62,12,OP-1036
2026-04-03-C,WC-02,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100001,56,56,45,OP-1012
2026-04-03-C,WC-03,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100001,67,68,39,OP-1000
2026-04-03-C,WC-04,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100010,71,69,30,OP-1017
2026-04-03-C,WC-05,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100010,49,46,33,OP-1013
2026-04-03-C,WC-06,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100010,50,50,35,OP-1025
2026-04-03-C,WC-07,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100019,55,52,5,OP-1034
2026-04-03-C,WC-08,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100019,52,51,3,OP-1036
2026-04-03-C,WC-09,C,2026-04-03 22:00:00,2026-04-04 06:00:00,100019,62,61,31,OP-1029
2026-04-04-A,WC-01,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100001,61,61,14,OP-1014
2026-04-04-A,WC-02,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100001,56,56,21,OP-1015
2026-04-04-A,WC-03,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100001,59,58,3,OP-1005
2026-04-04-A,WC-04,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100010,75,74,11,OP-1016
2026-04-04-A,WC-05,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100010,68,65,2,OP-1007
2026-04-04-A,WC-06,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100010,67,66,19,OP-1017
2026-04-04-A,WC-07,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100019,53,51,2,OP-1009
2026-04-04-A,WC-08,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100019,60,59,44,OP-1038
2026-04-04-A,WC-09,A,2026-04-04 06:00:00,2026-04-04 14:00:00,100019,62,60,23,OP-1000
2026-04-04-B,WC-01,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100001,61,59,43,OP-1036
2026-04-04-B,WC-02,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100001,49,48,13,OP-1036
2026-04-04-B,WC-03,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100001,72,70,7,OP-1032
2026-04-04-B,WC-04,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100010,64,63,25,OP-1018
2026-04-04-B,WC-05,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100010,54,54,7,OP-1017
2026-04-04-B,WC-06,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100010,59,57,4,OP-1030
2026-04-04-B,WC-07,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100019,49,48,17,OP-1019
2026-04-04-B,WC-08,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100019,56,55,12,OP-1005
2026-04-04-B,WC-09,B,2026-04-04 14:00:00,2026-04-04 22:00:00,100019,83,84,25,OP-1002
2026-04-04-C,WC-01,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100001,62,61,5,OP-1013
2026-04-04-C,WC-02,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100001,60,60,29,OP-1011
2026-04-04-C,WC-03,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100001,49,48,34,OP-1037
2026-04-04-C,WC-04,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100010,65,62,44,OP-1003
2026-04-04-C,WC-05,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100010,55,52,20,OP-1027
2026-04-04-C,WC-06,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100010,67,66,23,OP-1026
2026-04-04-C,WC-07,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100019,69,68,42,OP-1003
2026-04-04-C,WC-08,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100019,51,49,18,OP-1012
2026-04-04-C,WC-09,C,2026-04-04 22:00:00,2026-04-05 06:00:00,100019,51,50,6,OP-1039
2026-04-05-A,WC-01,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100001,52,51,13,OP-1027
2026-04-05-A,WC-02,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100001,59,58,38,OP-1013
2026-04-05-A,WC-03,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100001,55,55,24,OP-1031
2026-04-05-A,WC-04,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100010,78,75,12,OP-1002
2026-04-05-A,WC-05,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100010,66,65,33,OP-1012
2026-04-05-A,WC-06,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100010,65,63,19,OP-1026
2026-04-05-A,WC-07,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100019,64,62,37,OP-1020
2026-04-05-A,WC-08,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100019,58,56,9,OP-1010
2026-04-05-A,WC-09,A,2026-04-05 06:00:00,2026-04-05 14:00:00,100019,52,51,5,OP-1005
2026-04-05-B,WC-01,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100001,61,59,23,OP-1015
2026-04-05-B,WC-02,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100001,41,39,18,OP-1009
2026-04-05-B,WC-03,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100001,59,59,14,OP-1004
2026-04-05-B,WC-04,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100010,66,65,15,OP-1018
2026-04-05-B,WC-05,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100010,68,67,15,OP-1020
2026-04-05-B,WC-06,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100010,72,72,24,OP-1035
2026-04-05-B,WC-07,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100019,56,55,33,OP-1039
2026-04-05-B,WC-08,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100019,62,61,13,OP-1004
2026-04-05-B,WC-09,B,2026-04-05 14:00:00,2026-04-05 22:00:00,100019,60,59,29,OP-1039
2026-04-05-C,WC-01,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100001,65,64,13,OP-1014
2026-04-05-C,WC-02,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100001,53,52,43,OP-1013
2026-04-05-C,WC-03,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100001,53,50,5,OP-1014
2026-04-05-C,WC-04,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100010,67,65,36,OP-1006
2026-04-05-C,WC-05,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100010,65,64,18,OP-1036
2026-04-05-C,WC-06,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100010,74,71,8,OP-1008
2026-04-05-C,WC-07,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100019,83,81,45,OP-1011
2026-04-05-C,WC-08,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100019,77,76,23,OP-1036
2026-04-05-C,WC-09,C,2026-04-05 22:00:00,2026-04-06 06:00:00,100019,61,62,4,OP-1016
2026-04-06-A,WC-01,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100001,53,54,43,OP-1023
2026-04-06-A,WC-02,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100001,46,47,25,OP-1024
2026-04-06-A,WC-03,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100001,55,52,4,OP-1037
2026-04-06-A,WC-04,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100010,61,59,6,OP-1030
2026-04-06-A,WC-05,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100010,66,64,37,OP-1000
2026-04-06-A,WC-06,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100010,60,58,17,OP-1029
2026-04-06-A,WC-07,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100019,56,55,22,OP-1005
2026-04-06-A,WC-08,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100019,63,62,27,OP-1032
2026-04-06-A,WC-09,A,2026-04-06 06:00:00,2026-04-06 14:00:00,100019,64,63,41,OP-1025
2026-04-06-B,WC-01,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100001,53,52,26,OP-1007
2026-04-06-B,WC-02,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100001,56,54,0,OP-1018
2026-04-06-B,WC-03,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100001,54,54,2,OP-1002
2026-04-06-B,WC-04,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100010,61,60,7,OP-1014
2026-04-06-B,WC-05,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100010,56,54,33,OP-1029
2026-04-06-B,WC-06,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100010,72,71,35,OP-1004
2026-04-06-B,WC-07,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100019,61,62,20,OP-1033
2026-04-06-B,WC-08,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100019,71,70,43,OP-1002
2026-04-06-B,WC-09,B,2026-04-06 14:00:00,2026-04-06 22:00:00,100019,61,62,27,OP-1023
2026-04-06-C,WC-01,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100001,64,62,25,OP-1028
2026-04-06-C,WC-02,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100001,55,53,9,OP-1003
2026-04-06-C,WC-03,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100001,67,68,20,OP-1001
2026-04-06-C,WC-04,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100010,60,58,10,OP-1011
2026-04-06-C,WC-05,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100010,63,61,14,OP-1018
2026-04-06-C,WC-06,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100010,50,49,28,OP-1022
2026-04-06-C,WC-07,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100019,70,70,32,OP-1028
2026-04-06-C,WC-08,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100019,68,66,42,OP-1028
2026-04-06-C,WC-09,C,2026-04-06 22:00:00,2026-04-07 06:00:00,100019,50,50,27,OP-1034
2026-04-07-A,WC-01,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100001,49,50,23,OP-1016
2026-04-07-A,WC-02,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100001,54,54,0,OP-1008
2026-04-07-A,WC-03,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100001,64,63,35,OP-1006
2026-04-07-A,WC-04,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100010,58,57,35,OP-1024
2026-04-07-A,WC-05,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100010,54,53,33,OP-1008
2026-04-07-A,WC-06,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100010,61,61,0,OP-1030
2026-04-07-A,WC-07,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100019,59,60,30,OP-1037
2026-04-07-A,WC-08,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100019,74,75,34,OP-1015
2026-04-07-A,WC-09,A,2026-04-07 06:00:00,2026-04-07 14:00:00,100019,58,58,29,OP-1023
2026-04-07-B,WC-01,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100001,48,47,20,OP-1020
2026-04-07-B,WC-02,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100001,41,40,4,OP-1031
2026-04-07-B,WC-03,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100001,61,60,5,OP-1004
2026-04-07-B,WC-04,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100010,54,54,17,OP-1022
2026-04-07-B,WC-05,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100010,47,46,7,OP-1037
2026-04-07-B,WC-06,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100010,50,49,2,OP-1036
2026-04-07-B,WC-07,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100019,78,77,21,OP-1028
2026-04-07-B,WC-08,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100019,63,61,44,OP-1013
2026-04-07-B,WC-09,B,2026-04-07 14:00:00,2026-04-07 22:00:00,100019,61,61,31,OP-1022
2026-04-07-C,WC-01,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100001,46,47,13,OP-1014
2026-04-07-C,WC-02,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100001,54,55,10,OP-1026
2026-04-07-C,WC-03,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100001,73,71,5,OP-1002
2026-04-07-C,WC-04,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100010,63,62,8,OP-1006
2026-04-07-C,WC-05,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100010,58,56,22,OP-1034
2026-04-07-C,WC-06,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100010,59,59,34,OP-1008
2026-04-07-C,WC-07,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100019,75,74,40,OP-1011
2026-04-07-C,WC-08,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100019,63,63,41,OP-1024
2026-04-07-C,WC-09,C,2026-04-07 22:00:00,2026-04-08 06:00:00,100019,60,58,1,OP-1004
2026-04-08-A,WC-01,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100002,55,53,45,OP-1022
2026-04-08-A,WC-02,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100002,81,82,37,OP-1034
2026-04-08-A,WC-03,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100002,67,67,6,OP-1003
2026-04-08-A,WC-04,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100011,80,79,26,OP-1024
2026-04-08-A,WC-05,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100011,65,64,45,OP-1031
2026-04-08-A,WC-06,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100011,54,53,33,OP-1021
2026-04-08-A,WC-07,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100020,66,63,14,OP-1017
2026-04-08-A,WC-08,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100020,58,57,45,OP-1002
2026-04-08-A,WC-09,A,2026-04-08 06:00:00,2026-04-08 14:00:00,100020,68,66,39,OP-1023
2026-04-08-B,WC-01,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100002,55,55,21,OP-1027
2026-04-08-B,WC-02,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100002,74,71,14,OP-1021
2026-04-08-B,WC-03,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100002,60,58,24,OP-1025
2026-04-08-B,WC-04,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100011,69,67,28,OP-1025
2026-04-08-B,WC-05,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100011,67,66,36,OP-1018
2026-04-08-B,WC-06,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100011,52,52,26,OP-1004
2026-04-08-B,WC-07,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100020,74,74,45,OP-1032
2026-04-08-B,WC-08,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100020,76,75,41,OP-1001
2026-04-08-B,WC-09,B,2026-04-08 14:00:00,2026-04-08 22:00:00,100020,68,65,10,OP-1039
2026-04-08-C,WC-01,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100002,66,65,42,OP-1009
2026-04-08-C,WC-02,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100002,52,51,20,OP-1026
2026-04-08-C,WC-03,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100002,78,77,28,OP-1033
2026-04-08-C,WC-04,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100011,64,61,14,OP-1021
2026-04-08-C,WC-05,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100011,74,74,27,OP-1017
2026-04-08-C,WC-06,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100011,54,52,39,OP-1023
2026-04-08-C,WC-07,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100020,55,53,9,OP-1029
2026-04-08-C,WC-08,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100020,58,58,14,OP-1000
2026-04-08-C,WC-09,C,2026-04-08 22:00:00,2026-04-09 06:00:00,100020,71,69,34,OP-1017
2026-04-09-A,WC-01,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100002,59,57,4,OP-1000
2026-04-09-A,WC-02,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100002,52,50,4,OP-1033
2026-04-09-A,WC-03,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100002,59,58,33,OP-1037
2026-04-09-A,WC-04,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100011,67,67,20,OP-1020
2026-04-09-A,WC-05,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100011,69,70,20,OP-1030
2026-04-09-A,WC-06,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100011,44,41,32,OP-1001
2026-04-09-A,WC-07,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100020,60,59,1,OP-1025
2026-04-09-A,WC-08,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100020,61,60,13,OP-1020
2026-04-09-A,WC-09,A,2026-04-09 06:00:00,2026-04-09 14:00:00,100020,53,54,13,OP-1001
2026-04-09-B,WC-01,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100002,66,67,4,OP-1005
2026-04-09-B,WC-02,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100002,49,49,32,OP-1009
2026-04-09-B,WC-03,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100002,56,56,27,OP-1009
2026-04-09-B,WC-04,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100011,70,70,14,OP-1003
2026-04-09-B,WC-05,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100011,65,66,16,OP-1003
2026-04-09-B,WC-06,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100011,61,58,16,OP-1037
2026-04-09-B,WC-07,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100020,65,62,30,OP-1028
2026-04-09-B,WC-08,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100020,68,68,22,OP-1001
2026-04-09-B,WC-09,B,2026-04-09 14:00:00,2026-04-09 22:00:00,100020,66,64,13,OP-1013
